PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
Q428,Q428,Q,06,Horace Harding Playground,,62 Dr. bet. 97 Pl. and 98 St.,62 Dr. bet. 97 Pl. and 98 St.,1.304,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
BZ99,BZ99,B,03,GREENSTREET,,Fulton St & Hull St,Fulton St & Hull St,0.074,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ501,QZ501,Q,12,Greenstreet,,193 St bet. Jamaica Av & Hillside Av     (6),193 St bet. Jamaica Av & Hillside Av     (6),0.033,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
XZ17,XZ17,X,12,GREENSTREET,,Oakley St. And Laconia Ave.,Oakley St. And Laconia Ave.,0.033,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
RZ210,RZ210,R,02B,GREENSTREET,,Hylan Bet. Alter And Cromwell,Hylan Bet. Alter And Cromwell,0.044,Greenstreet,Type 1,0,decommissioned AB 1/31/13,,,,DOT,,,,,0,,,
X039,X039-ZN17,X,15A,Pelham Bay Park,,"Bruckner Blvd, Eastchester, Hutchinson",(nw) Orchard Bch Parking Lot To (sw) Pavilion,7.743,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
QZ751,QZ751,Q,14,Greenstreet,,Rockaway Beach Blvd bet. B 135 St & B 136 St,Rockaway Beach Blvd bet. B 135 St & B 136 St,0.07,Greenstreet,,0,,,,,DOT,,,,,0,,,
X288,X288,X,14,West Farms Rapids,,Bronx River bet. E 180 St and E Tremont Av,Bronx River bet. E 180 St and E Tremont Av,1.016,Small Park,Neighborhood Park,1,,,,,DPR,,,,,0,,,
B523,B523,B,13,Park,,Shell Rd. bet. Belt Pkwy. and Shore Pkwy.,Shell Rd. bet. Belt Pkwy. and Shore Pkwy.,0.161,Small Park,Undeveloped,0,,,,,DPR,,,,,0,,,
BS058,BS058,B,18,P.S. 207,,"Kimball St., Coleman St., Ave. R and Fillmore Ave.","Kimball St., Coleman St., Ave. R and Fillmore Ave.",1.147,,,0,,,,,DOE,,,,,0,,,
RZ81,RZ81,R,01,GREENSTREET,,Hart And Revere,Hart And Revere,0.124,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
MZ398,MZ398,M,02,,,"7th Ave @ Greenwich Ave, NE side of intersection","7th Ave @ Greenwich Ave, NE side of intersection",0.002,Greenstreet,,0,,,,,DOT,,,,,0,,,
R072,R072,R,03,Clawson Playground,,"Adelaide Ave., Clawson St.","Adelaide Ave., Clawson St.",3.593,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
BZ447,BZ447,B,13,GREENSTREET,,Cass Place Bet Branch 11 / Neptune Ave,Cass Place Bet Branch 11 / Neptune Ave,0.041,Greenstreet,,0,,,,,DOT,,,,,0,,,
X306,X306,X,02,Garrison Park,,Edgewater Rd bet. Garrison Av and Bruckner Blvd,Edgewater Rd bet. Garrison Av and Bruckner Blvd,0.995,Small Park,Undeveloped,0,,,,,DPR,,,,,0,,,
M120A,M120A,M,02,William F. Passannante Ballfield,,"W. Houston St., Ave. of Americas, Macdougal St.","W. Houston St., Ave. of Americas, Macdougal St.",0.607,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
Q341F,Q341F,Q,02,Crosson Park,,"Woodside Ave., 69 St., the BQE","Woodside Ave., 69 St., the BQE",0.094,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
QZ935,QZ935,Q,13,Greenstreet,,Braddock Ave & 245 St & Cross Island Py,Braddock Ave & 245 St & Cross Island Py,0.03,Greenstreet,,0,,,,,DOT,,,,,0,,,
XZ116,XZ116,X,06,Greenstreet,,"Crotona Malls, Southern Blvd.  Bet. E. 1","Crotona Malls, Southern Blvd.  Bet. E. 1",0.342,Greenstreet,Type 1,0,rated as part of zone,,,,DOT,,,,,0,,,
RZ323,RZ323,R,01,GREENSTREET,,Victory Blvd & Bay St,Victory Blvd & Bay St,0.02,Greenstreet,,0,,,,,DOT,,,,,0,,,
RZ103,RZ103,R,02B,GREENSTREET,,Hastings And Major,Hastings And Major,0.011,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
XZ239,XZ239,X,08,GREENSTREET,,Greystone Ave. And West 236th St.,Greystone Ave. And West 236th St.,0.031,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M245,M245,M,10,Renaissance Playground,,"7 Ave. To 8 Ave., W. 143 St. To W. 144 St.","7 Ave. To 8 Ave., W. 143 St. To W. 144 St.",1.34,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
RZ301,RZ301,R,02B,GREENSTREET,,Father Capodanno Blvd AND BUEL AVE,Father Capodanno Blvd AND BUEL AVE,0.003,Greenstreet,,0,,,,,DOT,,,,,0,,,
QS066,QS066,Q,01,P.S. 85,,29 St. bet. 24 Ave. and 23 Ave.,29 St. bet. 24 Ave. and 23 Ave.,0.75,,,0,,,,,DOE,,,,,,,,
QZ753,QZ753,Q,14,Greenstreet,,Rockaway Beach Blvd bet. B 133 St & B 134 St,Rockaway Beach Blvd bet. B 133 St & B 134 St,0.07,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ782,QZ782,Q,11,Greenstreet,,Douglaston Pkwy & Willow St & 235 St  (W),Douglaston Pkwy & Willow St & 235 St  (W),0.012,Greenstreet,,0,,,,,DOT,,,,,0,,,
XZ117,XZ117,X,06,Greenstreet,,Cross Bronx Expressway & Boston Rd.,Cross Bronx Expressway & Boston Rd.,0.107,Greenstreet,Type 1,0,Rated as X148I3,,,,DOT,,,,,0,,,
MZ146,MZ146,M,07,Broadway Malls,,Broadway Malls Bet. 66 St. & 67 St.,Broadway Malls Bet. 66 St. & 67 St.,0.119,Greenstreet,Type 1,0,Replaced by LP zone.,,,,DOT,,,,,0,,,
M030B,M030B,M,01,Foley Square,,"Foley Sq, Duane St, Centre St","Foley Sq, Duane St, Centre St",0.043,Small Park,Sitting Area/Triangle/Mall,0,"inefficiently rated as one of 3 separate small parks, now all rated with M030. 5/22/14 AB.",,,,DPR,,,,,0,,,
RZ204,RZ204,R,02,GREENSTREET,,Hylan Bet. Burgher And Raritan,Hylan Bet. Burgher And Raritan,0.064,Greenstreet,Type 1,0,decommissioned AB 1/31/13,,,,DOT,,,,,0,,,
R062,R062,R,02,Arrochar Playground,,"Sand La., Major Ave. and Mcfarland Ave.","Sand La., Major Ave. and Mcfarland Ave.",0.892,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
Q015,Q015-05,Q,16,Forest Park,,"Myrtle Ave, Union Tpke, Park Lane S","Myrtle Ave, Woodhaven Blvd",0.714,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
QZ404,QZ404,Q,08,Greenstreet,,Main St. Btw Reeves Av & Gravett Rd 5,Main St. Btw Reeves Av & Gravett Rd 5,0.051,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
X200,X200,X,01,Clark Playground,,"3 Ave. bet. E, 145 St. and E. 144 St.","3 Ave. bet. E, 145 St. and E. 144 St.",0.722,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
B210P,B210P,B,10,Dan Ross Playground,,7 Ave. bet. 81 St. and 82 St.,7 Ave. bet. 81 St. and 82 St.,0.256,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
M132,M132,M,03,Little Flower Playground,,Madison St. bet. Clinton St. and Rutgers St.,Madison St. bet. Clinton St. and Rutgers St.,1.294,Small Park,Neighborhood Plgd,1,,,,,DPR/NYCHA,,,,,1,,,
QZ902,QZ902,Q,08,Greenstreet,,Midl& Pkwy & Surrey Pl  north median,Midl& Pkwy & Surrey Pl  north median,0.016,Greenstreet,,0,,,,,DOT,,,,,0,,,
X092,X092-ZN05,X,13,Van Cortlandt Park,,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",N/o Mansion To Midway Btw 246th/251st Sts,37.891,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
B017,B017,B,04,Bushwick Playground,,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,2.783,Small Park,JOP,1,,,,,DPR,,,,,1,,,
XZ97,XZ97,X,04,GREENSTREET,,Mc Clellan St. And Grand Concourse,Mc Clellan St. And Grand Concourse,0.002,Greenstreet,Type 1,0,completely removed (DOT construction),,,,DOT,,,,,0,,,
XZ448,XZ448,X,10,,,E tremont av & hutch Rvr Py Sr,E tremont av & hutch Rvr Py Sr,0.066,Greenstreet,,0,,,,,DOT,,,,,0,,,
B419,B419,B,05,Sutter Ballfields,,Belmont Ave. to Sutter Ave. between Schenck Ave. and Barbey St.,Belmont Ave. to Sutter Ave. between Schenck Ave. and Barbey St.,1.836,Small Park,Neighborhood Park,1,,,,,DPR,,,,,0,,,
QZ687,QZ687,Q,14,Greenstreet,,Shorefront Pkwy & Cross Bay Pkwy,Shorefront Pkwy & Cross Bay Pkwy,0.142,Greenstreet,Type 1,0,sandy (permanent?),,,,DOT,,,,,0,,,
B475,B475,B,05,Herbal Garden,,Schenck Ave. and Glenmore Ave.,Schenck Ave. and Glenmore Ave.,0.248,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
MZ114,MZ114,M,03,GREENSTREET,,Samuel Dickstein Plaza And Montgomery St,Samuel Dickstein Plaza And Montgomery St,0.257,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
XZ80,XZ80,X,04,GREENSTREET,,Clarke Place East And Grand Concourse,Clarke Place East And Grand Concourse,0.002,Greenstreet,Type 1,0,completely removed (DOT construction),,,,DOT,,,,,0,,,
QZ243,QZ243,Q,03,Greenstreet,,23 Av Bet 96 St & 97 St,23 Av Bet 96 St & 97 St,0.028,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BZ227,BZ227,B,02,GREENSTREET,,Cadman Plaza West & Middagh St (1),Cadman Plaza West & Middagh St (1),0.022,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
BZ200,BZ200,B,01,GREENSTREET,,Grand St & Metropolitan Ave,Grand St & Metropolitan Ave,0.06,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ876,QZ876,Q,08,Greenstreet,,75 Av Bet 188 St & 187 St,75 Av Bet 188 St & 187 St,0.047,Greenstreet,,0,,,,,DOT,,,,,0,,,
B081,B081,B,07,Park,,"Terrace Pl., Seeley St. bet. Propsect Ave. and 18 St.","Terrace Pl., Seeley St. bet. Propsect Ave. and 18 St.",0,,,0,,,,,-,,,,,0,,,
Q455,Q455,Q,14,Rockaway Garage,,Amstel Blvd. bet. Beach 75 St. and Beach 74 St.,Amstel Blvd. bet. Beach 75 St. and Beach 74 St.,1.285,Other,Facility,0,garage,,,,DPR,,,,,0,,,
QZ21,QZ21,Q,08,Greenstreet,,Kissena Bl 72 Av & 153 St,Kissena Bl 72 Av & 153 St,0.465,Greenstreet,Type 1,0,Rated as QT19,,,,DOT,,,,,0,,,
B073,B073-ZN25,B,19,Prospect Park,,"Prospect Pk W, Flatbush, Parkside, Ocean Aves","Prospect Lake, S Lake Dr., Carriage Concourse",9.434,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
X023,X023,X,01,Graham Triangle,,"Lincoln Av, Third Av, bet. E 137 St and E 138 St","Lincoln Av, Third Av, bet. E 137 St and E 138 St",0.126,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
XZ233,XZ233,X,10,GREENSTREET,,Co-op City Blvd. And Bellamy Loop,Co-op City Blvd. And Bellamy Loop,0.037,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
QZ627,QZ627,Q,13,Greenstreet,,Springfield Blvd bet 112 Rd & 113 Av (2),Springfield Blvd bet 112 Rd & 113 Av (2),0.037,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
R169,R169,R,01,Goodhue Park,,Brighton Ave. bet. Lafayette Ave. and N. Randall Ave.,Brighton Ave. bet. Lafayette Ave. and N. Randall Ave.,26.532,Large Park,Large Park,0,,,,,DPR,,,,,0,,,
B431,B431-01,B,02,Brooklyn Bridge Park,,Brooklyn Waterfront From Washington St To Atlantic Ave,Plymouth Street From Main St. To Washington Street,2.463,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
BZ226,BZ226,B,02,GREENSTREET,,Cadman Plaza West & Middagh St (2),Cadman Plaza West & Middagh St (2),0.021,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
Q099,Q099-ZN15,Q,15,Flushing Meadows Corona Park,,"Grand Central Pkwy, Van Wyck Exwy","Path Of Commerce, Fountain Of The Fairs Prom S, Un Ave S, Path Of Africa",20.082,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
QZ571,QZ571,Q,13,Greenstreet,,141 Av Bet 226 St & 227 St,141 Av Bet 226 St & 227 St,0.059,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
X045,X045-ZN02,X,01,St. Mary's Park,,St Mary's St bet. St Ann's Av and Jackson Av,"St Mary's St, E 149th St, St Ann's Ave/Surrounding Two Plgds And Rec Center",11.478,Large Park,Large Park Zone,1,,,,,DPR,,,,,0,,,
Q285,Q285,Q,10,Al Stabile Playground,,Centreville St. bet. 133 Ave. and 103 St.,Centreville St. bet. 133 Ave. and 103 St.,0.494,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
B210Q,B210Q,B,10,Park,,N/B Gowanus Exwy. bet. 81 St. and 82 St.,N/B Gowanus Exwy. bet. 81 St. and 82 St.,0.004,Greenstreet,Type 2,0,"Moses strip, incorrectly used to represent Coffey Square GS to the north. AB 1/2018.",,,,DPR,,,,,0,,,
XZ298,XZ298,X,04,GREENSTREET,,Edward L Grant Bet. Shakespeare And 170th st,Edward L Grant Bet. Shakespeare And 170th st,0.055,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B406,B406_temp,B,18,Paerdegat Basin Park-Building,,,,,Large Center,Concession,1,,,,,DPR,,,,,0,,,
Q443,Q443,Q,14,Almeda Playground,,"Beach 65 St. to Beach 66 St., Beach Channel Dr.","Beach 65 St. to Beach 66 St., Beach Channel Dr.",1.43,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
XZ380,XZ380,X,10,GREENSTREET,,Cornell Pl. And Wellman Ave.,Cornell Pl. And Wellman Ave.,0.034,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ477,QZ477,Q,11,Greenstreet,,FL Blvd bet.  53 Av & 56 Av,FL Blvd bet.  53 Av & 56 Av,0.085,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B126A,B126A,B,06,Todd Triangle,,Halleck St. at Columbia St.,Halleck St. at Columbia St.,0.035,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
Q307,Q307,Q,13,Delphin H. Greene Playground,,121 Ave. bet. 235 St. and 237 St.,121 Ave. bet. 235 St. and 237 St.,2.939,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
MZ430,MZ430,M,05,Broadway Ped refuge,,Broadway & 19 st,Broadway & 19 st,0.007,Greenstreet,,0,,,,,DOT,,,,,0,,,
MT08,MT08,M,08,DeKovats Triangle,,"York Ave., FDR Dr. bet. E. 92 St. and E. 93 St.","York Ave., FDR Dr. bet. E. 92 St. and E. 93 St.",0,Small Park,Sitting Area/Triangle/Mall,0,Rated as MZ464,,,,-,,,,,0,,,
QZ539,QZ539,Q,13,Greenstreet,,135 Av Bet 233 St & 234 St,135 Av Bet 233 St & 234 St,0.053,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
Q367,Q367,Q,14,Hammel Playground,,Rockaway Beach Blvd. bet. Beach 84 St. and Beach 81 St.,Rockaway Beach Blvd. bet. Beach 84 St. and Beach 81 St.,1.03,Small Park,Neighborhood Plgd,1,,,,,DPR/NYCHA,,,,,1,,,
MZ341,MZ341,M,05,Greenstreet,,Broadway & W 29 St,Broadway & W 29 St,0.006,Greenstreet,,0,,,,,DOT,,,,,0,,,
M218,M218,M,02,DeSalvio Playground,,Spring St. and Mulberry St.,Spring St. and Mulberry St.,0.266,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
MZ222,MZ222,M,14,GREENSTREET,,Riverside Drive Bet W 116 St And W 119 St,Riverside Drive Bet W 116 St And W 119 St,0.025,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BZ44,BZ44,B,05,GREENSTREET,,Jamaica Ave/warwick St/ridgewood Ave,Jamaica Ave/warwick St/ridgewood Ave,0.061,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
X080,X080-01,X,08,Henry Hudson Park,,"Palisade Av, Kappock St,  Independence A",Kappock St & Independence Ave,0.158,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
B255E,B255E,B,07,Park,,"S/B Prospect Exwy. bet. 6 Ave., 7 Ave., and 18 St.","S/B Prospect Exwy. bet. 6 Ave., 7 Ave., and 18 St.",0.736,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
R159,R159,R,02,Old Place Creek Park,,"Gulf Ave., Goethals Br. Appr. bet. Western Ave. and Arthur Kill","Gulf Ave., Goethals Br. Appr. bet. Western Ave. and Arthur Kill",44.733,Large Park,Undeveloped,0,undeveloped,,,,DPR,,,,,0,,,
B395,B395,B,04,Green Central Knoll,,"Flushing Ave., Central Ave., Noll St., Evergreen Ave.","Flushing Ave., Central Ave., Noll St., Evergreen Ave.",2.741,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
B210C,B210C,B,06,Cough Triangle,,"Hamilton Ave., Court St. Garnet St.","Hamilton Ave., Court St. Garnet St.",0.032,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
QZ797,QZ797,Q,10,Corp Ruoff Sq,,Rkwy Blvd & Liberty Ave & Wdhaven Blvd,Rkwy Blvd & Liberty Ave & Wdhaven Blvd,0.086,Greenstreet,,0,,,,,DOT,,,,,0,,,
BT12,BT12,B,06,Erie Basin Park,,Eire Basin bet. Columbia St. and Beard St.,Eire Basin bet. Columbia St. and Beard St.,4.594,Other,REDEC,1,,,,,Private,,,,,0,,,
M094A,M094A,M,09,Broadway Malls,,"Broadway, W 110 StTo W 122 St","Broadway, W 110 StTo W 122 St",1.3,Small Park,Sitting Area/Triangle/Mall,0,Rated as separate zones (as M095-),,,,DPR,,,,,0,,,
B426,B426,B,01,St Nicholas-powers St Garden,,Powers St. between Judge St. and Olive St.,Powers St. between Judge St. and Olive St.,0.115,Small Park,Greenthumb,0,Greenthumb,,,,DPR,,,,,0,,,
M111,M111,M,11,James Weldon Johnson Playground,,E. 115 St. bet. 3 Ave. and Lexington Ave.,E. 115 St. bet. 3 Ave. and Lexington Ave.,1.048,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
QZ922,QZ922,Q,14,Greenstreet,,Reads la bet Caffrey Av & Henry rd,Reads la bet Caffrey Av & Henry rd,0.01,Greenstreet,,0,,,,,DOT,,,,,0,,,
B547,B547,B,05,Park,,Egan St. bet. Ashford St. and Clevland St.,Egan St. bet. Ashford St. and Clevland St.,0.983,,,0,,,,,DPR,,,,,0,,,
QS016,QS016,Q,07,P.S. 129,,9 Ave. bet.ween 128 St. and 129 St.,9 Ave. bet.ween 128 St. and 129 St.,0.82,,,0,,,,,DOE,,,,,0,,,
QZ312,QZ312,Q,05,GREENSTREET,,WOODHAVEN BLVD BET. 82 AVE & MYRTLE AVE (3),WOODHAVEN BLVD BET. 82 AVE & MYRTLE AVE (3),0,Greenstreet,Type 2,0,Just trees (type 2).,,,,DPR,,,,,0,,,
M056,M056,M,09,Morningside Park,,"W 110 St To W 123 St, Manhattan Av To Morningside Av","W 110 St To W 123 St, Manhattan Av To Morningside Av",29.888,Large Park,Large Park,0,Rated as separate zones,,,,DPR,,,,,0,,,
MZ414,MZ414,M,10,Greenstreet,,Adam Clayton Powell Blvd Bet. 118 St & 119 st,Adam Clayton Powell Blvd Bet. 118 St & 119 st,0.048,Greenstreet,,0,,,,,DOT,,,,,0,,,
RS023,RS023,R,01,I.S. 61,,Castleton Ave. between N. Randall Ave. and Brighton Ave.,Castleton Ave. between N. Randall Ave. and Brighton Ave.,0.977,,,0,,,,,DOE,,,,,0,,,
BZ180,BZ180,B,14,Flatbush Malls,,"Glenwood Rd btw Ocean Ave & E 19th St, W","Glenwood Rd btw Ocean Ave & E 19th St, W",0.033,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
QZ14,QZ14,Q,08,Greenstreet,,Henley Rd & Charlecote Ridge,Henley Rd & Charlecote Ridge,0.026,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
Q168,Q168,Q,07,Alexander Grey Triangle,,"Clintonville St., 7 Ave. and 151 St,","Clintonville St., 7 Ave. and 151 St,",0.01,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
R047,R047,R,02,Willowbrook Parkway,,Willowbrook Pkwy. from Walker St. to Hylan Blvd.,Willowbrook Pkwy. from Walker St. to Hylan Blvd.,198.481,Other,EXWY,0,maintained by Green Belt- 6/14/99,,,,DPR,,,,,0,,,
Q470,Q470,Q,01,A.R.R.O.W. Field House,,35th St. bet. 35 Ave. and 36 Ave.,35th St. bet. 35 Ave. and 36 Ave.,0.29,Small Park,Greenthumb,0,Greenthumb garden,,,,DPR,,,,,0,,,
XZ60,XZ60,X,09,GREENSTREET,,Obrien Bet. Soundview And Whiteplains,Obrien Bet. Soundview And Whiteplains,0.116,Greenstreet,Type 1,0,"Post-construction, now just asphalt and concrete. AB 6/2020.",,,,DOT,,,,,0,,,
BZ545,BZ545,B,01,,,Metropolitan Ave & Orient Ave,Metropolitan Ave & Orient Ave,0.011,Greenstreet,,0,,,,,DOT,,,,,0,,,
XZ336,XZ336,X,08,GREENSTREET,,Fieldston Road Overpass Near W 254 St,Fieldston Road Overpass Near W 254 St,0.012,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
R044,R044,R,01,Park,,Pier 6 at Victory Blvd.,Pier 6 at Victory Blvd.,2.356,,,0,,,,,DPR,,,,,0,,,
X010A,X010A,X,06,Walter Gladwin Park,,E 175 St to E Tremont Av bet. 3 Av and Arthur Ave,E 175 St to E Tremont Av bet. 3 Av and Arthur Ave,15,Large Park,Large Park,1,,,,,DPR,,,,,0,,,
B223PB,B223PB,B,01,Rodney Park North,,"Rodney St., S. 4 St. and S. 5 St.","Rodney St., S. 4 St. and S. 5 St.",0.37,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
QZ194,QZ194,Q,01,Greenstreet,,Astoria Bl Bet GCP Entrance & 81 St,Astoria Bl Bet GCP Entrance & 81 St,0.008,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
QZ111,QZ111,Q,01,Fagan Square,,Broadway & Newtown Rd & 48 St,Broadway & Newtown Rd & 48 St,0.051,Greenstreet,Type 1,0,Rated under Prop ID Q254 as of 2019 AB.,,,,DOT,,,,,0,,,
BS074,BS074,B,11,P.S. 204,,"81 St., 82 St., 15 Ave., 16 Ave.","81 St., 82 St., 15 Ave., 16 Ave.",0.541,Schoolyard,,0,,,,,DOE,,,,,0,,,
X030,X030-02,X,04,Macombs Dam Park,,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",Northwest Corner Of Zone 2 Heritage Field,0.12,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
XZ149,XZ149,X,12,GREENSTREET,,Tillotson Ave. And Reeds Mill La.,Tillotson Ave. And Reeds Mill La.,0.164,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BS043,BS043,B,14,P.S. 152,,E. 23 St. bet.ween Campus Rd. and Glenwood Rd.,E. 23 St. bet.ween Campus Rd. and Glenwood Rd.,0.93,,,0,,,,,DOE,,,,,0,,,
QZ528,QZ528,Q,12,Greenstreet,,Springfield Blvd bet. 122 Av & 121 Av    (2),Springfield Blvd bet. 122 Av & 121 Av    (2),0.024,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
M071,M071-ZN17,M,14,Riverside Park,,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",116th To 125th Sts Betw. Riverside Dr. And Henry Hudson Parkway,20.369,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,1,,,
B210V,B210V,B,10,Park,,Dahlgreen Pl. bet. Exit 17 and Ft. Hill Pl.,Dahlgreen Pl. bet. Exit 17 and Ft. Hill Pl.,0.586,Other,EXWY,0,EXWY,,,,DPR,,,,,0,,,
X222,X222,X,03,Gouverneur Playground,,3 Av bet. E 170 St and St Paul's Pl,3 Av bet. E 170 St and St Paul's Pl,0.977,Small Park,Neighborhood Plgd,1,,,,,DPR/NYCHA,,,,,1,,,
QZ461,QZ461,Q,11,Greenstreet,,Alameda Av bet. Northern Blvd & Hanford St (1),Alameda Av bet. Northern Blvd & Hanford St (1),0.024,Greenstreet,Type 1,0,Rated as Q262,,,,DOT,,,,,0,,,
QZ485,QZ485,Q,11,Greenstreet,,Peck Av & Union Tpke & Stewart Ave,Peck Av & Union Tpke & Stewart Ave,0.032,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ142A,QZ142A,Q,15,Greenstreet,,126 St bet. Stadium Rd  & Northern Blvd (West),126 St bet. Stadium Rd  & Northern Blvd (West),0.426,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B268,B268,B,13,Nautilus Playground,,"Public Beach, W. 29 St. and W. 32 St.","Public Beach, W. 29 St. and W. 32 St.",1.38,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
Q082,Q082,Q,13,Wayanda Park,,Robard La. bet. Hollis Ave. and Montery St.,Robard La. bet. Hollis Ave. and Montery St.,2.554,Small Park,JOP,1,,,,,DPR,,,,,1,,,
MZ289,MZ289,M,08,GREENSTREET,,Queensboro Bridge Exit Bet. E 61 St And E 62 St,Queensboro Bridge Exit Bet. E 61 St And E 62 St,0.005,Greenstreet,,0,,,,,DOT,,,,,0,,,
X055,X055,X,08,Brust Park,,"Manhattan College Pkwy, Dash Pl, Greysto","Manhattan College Pkwy, Dash Pl, Greysto",1.79,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
M229,M229,M,07,Happy Warrior Playground,,W. 97 St. and Amsterdam Ave.,W. 97 St. and Amsterdam Ave.,1.7,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
Q390,Q390,Q,07,Clintonville Playground,,Clintonville St. bet. 17 Ave. and 17 Rd.,Clintonville St. bet. 17 Ave. and 17 Rd.,1.553,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
B269,B269,B,03,Jesse Owens Playground,,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,2.326,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
BZ55,BZ55,B,01,GREENSTREET,,"Metropolitan Avenue, Roebling St, North","Metropolitan Avenue, Roebling St, North",0.149,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
